Owner,AirdropAmount
6Uw23TLityrTtQ6E9dXPeYwvzgHqKVzLgTUfpUYNC2x1,0.002436707
HLRR64wniyPBv3fDXdiWww86Lby1MJo4XqfqXR9FMwvE,0.002410285
9H6veqPAcWwnEUWxuLR434x8wvV8Zpnr9GmpXQEfmxjs,0.001943642
HfYxxCZXPtgaz3MiM9yKVVqM2TZqJJ5UPD9oNE1nV3mz,0.001598619
ComcUBeYwShzJC47ESu8v5fBNcwtEkjvefNy8BWBhfA9,0.001481958
42UKEwPEv2GioxYB6KpK2a6J2CErHJUwBF91nFvKjqc6,0.001412465
CkSfk4EUMdwj7uKDgJfHqQzuayzyCdmVCdcBMpMc6JkA,0.001279841
g9zGrkRwSrJkeG2aRiwTmsh4Su4YsTXU9kuRse8o8Xg,0.001249185
8CmVYS9wkYQispTLacJndxkvqrBkVAJKLJu9MSFcnTqx,0.001089029
DTCYg26Yzn3mgTCG5KS9GzYWHkwicNH3GdvLo324Psw9,0.000960811
GCpc28i2cxSWDr2CYyi5YWrEzJ23KMUh3rhveB8krAn9,0.000818550
2ryRaCcAD3EKrocxSBJHqZgqkqPvUrtm9bfpiLFtzXT6,0.000645189
9WoKeDgqp3vWgDL7KpHqBMpkCZmgfvBPz4wMArUFT9tZ,0.000499674
5tUMc2kNJjz8oY7Hrm7HzxtdvEQXTdLTJQAaU8Huwucr,0.000409294
7ZLxyWASpWd2J3DtPDYgR54eDAEx3emRieUrMaTm8EFW,0.000364842
64q7r8NJ3kRZBXuVCPhKByVjG9opLoDmh96hv5vYEwuD,0.000354618
8MzJLs3GPpYEUYQk91SPLnNW2hHzLMYcr9LK6Zm53afL,0.000321957
G8ujb7NkMSw1zAHVY9x5sqRZE3p9KyVY7tRiZsmc8B8i,0.000305358
DRHd3ZCMJ2nxjCoyQeair3Pidb2CCJojW5ebSSZ8iwhW,0.000281269
3fu6zjZNhooZTU5fK3JKcfLnMD1Bsx1GNVSzX9ibhzpP,0.000275174
C4z5VbpyZmi8V8x6YbExndoC3RxVmUwA6QXURCHAByGM,0.000256832
6dbjPHjAKz1HXqh4D4RpD8oWxiJY9npi6bVaX5b8cj52,0.000249837
7SsP5acSoZxWesxug59fkUrCrLSyvqCiFEWHfRbPnEVE,0.000247247
5STQnNXiGBZcwXJYpN7Suvhc7hHy3XndyFGyNWQYX6Y1,0.000238105
7xo78spQJbk3j1QWFre61hN3h53xusV5sfPePpegikPb,0.000233483
F3mMn6bXcmoMXqbrsj8GUgMg7NAJFSwJRUdhPXMasakN,0.000230240
7acJysFZireu7NuQZ2FtuaJDKrj7hA2DASi5G8zoccDk,0.000168387
GFBy75PWvcYLFkLLprBaTvimRPaaJFmFcAZ7LUHQM6gC,0.000164098
2PQW5X72EeEzYdTJDUtTybEeZz9LHMCWkXtBUcFcR8ut,0.000149000
4YazgNxsTWrrKuKfKZbANueqV62LckH35mGdQoz4kF3i,0.000144262
9BLuaV8AojAq5jNXS2KZPaB5ZAUwd92Dt1zL9npR9f4E,0.000127266
5benRG659j31H5zL7FKHxKBGq6q2XsBs2ApYEga8QGWL,0.000093871
DaQM6b6dbxShqjRdaxPEgMorgjtRtdpfPJWkWYrKgNPa,0.000088187
5avAh8nNphCD5rUKsmKEqhAXXQXnE1ojxDkWftKfm4ad,0.000085197
4zyBHTbmkgK8wGB9gaNJPQcbViBk8n62ZumfeccUsKk5,0.000066291
H35AseqSgPa9rHfeVDknxNmLQp94EDsDLMkHXXz3sGUe,0.000064380
45ruCyfdRkWpRNGEqWzjCiXRHkZs8WXCLQ67Pnpye7Hp,0.000061698
B3iUwHf1Vn21kR1r5o67gFhkBSdw3kSnoC9xCZdgRdQ8,0.000060765
