Owner,AirdropAmount
7a63Zur4XrfALWKY5n9CKtfAN5TQJ7VMvZMptoTj53Zf,10.193797366
4e6z1q6sJ85Rk9fkQ6MgWeacr7P6Lxqg2hjHZJb5UDNK,9.441751870
GXtd2izAiMJPwMEjfgTRH3d7k9mjn4Jq3JrWFv9gySYy,8.682623525
5LqJC9kaFvYRBht8fVreEZg5zwBCjoz4AfLjALfEAXqp,8.160247336
H3PmAPEqcTtopZwi1s9GRVKZGCqrv1S5PMhcmexkVkKP,7.987072477
ESSfwQokMerWZmpCM6979j5nSfsKLGBcTXRfRvpJaGJ,7.403329054
7qiZ1W9cmjciBqapsh7q8PLiNJJTburdd71xr3hfzGQR,6.640910336
6Uw23TLityrTtQ6E9dXPeYwvzgHqKVzLgTUfpUYNC2x1,6.477002464
HLRR64wniyPBv3fDXdiWww86Lby1MJo4XqfqXR9FMwvE,6.406771300
9H6veqPAcWwnEUWxuLR434x8wvV8Zpnr9GmpXQEfmxjs,5.166389059
HfYxxCZXPtgaz3MiM9yKVVqM2TZqJJ5UPD9oNE1nV3mz,4.249284766
ComcUBeYwShzJC47ESu8v5fBNcwtEkjvefNy8BWBhfA9,3.939187432
42UKEwPEv2GioxYB6KpK2a6J2CErHJUwBF91nFvKjqc6,3.754469600
CkSfk4EUMdwj7uKDgJfHqQzuayzyCdmVCdcBMpMc6JkA,3.401940589
g9zGrkRwSrJkeG2aRiwTmsh4Su4YsTXU9kuRse8o8Xg,3.320455168
8CmVYS9wkYQispTLacJndxkvqrBkVAJKLJu9MSFcnTqx,2.894745311
DTCYg26Yzn3mgTCG5KS9GzYWHkwicNH3GdvLo324Psw9,2.553928534
GCpc28i2cxSWDr2CYyi5YWrEzJ23KMUh3rhveB8krAn9,2.175785289
2ryRaCcAD3EKrocxSBJHqZgqkqPvUrtm9bfpiLFtzXT6,1.714976054
9WoKeDgqp3vWgDL7KpHqBMpkCZmgfvBPz4wMArUFT9tZ,1.328182067
5tUMc2kNJjz8oY7Hrm7HzxtdvEQXTdLTJQAaU8Huwucr,1.087942887
7ZLxyWASpWd2J3DtPDYgR54eDAEx3emRieUrMaTm8EFW,0.969786293
64q7r8NJ3kRZBXuVCPhKByVjG9opLoDmh96hv5vYEwuD,0.942609162
8MzJLs3GPpYEUYQk91SPLnNW2hHzLMYcr9LK6Zm53afL,0.855792236
G8ujb7NkMSw1zAHVY9x5sqRZE3p9KyVY7tRiZsmc8B8i,0.811670344
DRHd3ZCMJ2nxjCoyQeair3Pidb2CCJojW5ebSSZ8iwhW,0.747639003
3fu6zjZNhooZTU5fK3JKcfLnMD1Bsx1GNVSzX9ibhzpP,0.731438788
C4z5VbpyZmi8V8x6YbExndoC3RxVmUwA6QXURCHAByGM,0.682683534
6dbjPHjAKz1HXqh4D4RpD8oWxiJY9npi6bVaX5b8cj52,0.664091034
7SsP5acSoZxWesxug59fkUrCrLSyvqCiFEWHfRbPnEVE,0.657205291
5STQnNXiGBZcwXJYpN7Suvhc7hHy3XndyFGyNWQYX6Y1,0.632907324
7xo78spQJbk3j1QWFre61hN3h53xusV5sfPePpegikPb,0.620620707
F3mMn6bXcmoMXqbrsj8GUgMg7NAJFSwJRUdhPXMasakN,0.612000214
7acJysFZireu7NuQZ2FtuaJDKrj7hA2DASi5G8zoccDk,0.447590018
GFBy75PWvcYLFkLLprBaTvimRPaaJFmFcAZ7LUHQM6gC,0.436189553
2PQW5X72EeEzYdTJDUtTybEeZz9LHMCWkXtBUcFcR8ut,0.396055115
4YazgNxsTWrrKuKfKZbANueqV62LckH35mGdQoz4kF3i,0.383461500
EZroFdf8mD63ntBdFzc5GThE6pT7VkE8H7KqSYbbzhFV,0.341916180
9BLuaV8AojAq5jNXS2KZPaB5ZAUwd92Dt1zL9npR9f4E,0.338286660
DaQM6b6dbxShqjRdaxPEgMorgjtRtdpfPJWkWYrKgNPa,0.298807378
Ab82QyRHncVnoJjLeTpCkQgaDy6Gi7VD3vfCUTXJgUes,0.263899774
5benRG659j31H5zL7FKHxKBGq6q2XsBs2ApYEga8QGWL,0.249518173
5avAh8nNphCD5rUKsmKEqhAXXQXnE1ojxDkWftKfm4ad,0.226462901
4zyBHTbmkgK8wGB9gaNJPQcbViBk8n62ZumfeccUsKk5,0.176207951
H35AseqSgPa9rHfeVDknxNmLQp94EDsDLMkHXXz3sGUe,0.171127859
HjbDGsmvaXbrfQJHH3h8ajkRjGqfmhipt9ucjMFtgiFf,0.165571446
B3iUwHf1Vn21kR1r5o67gFhkBSdw3kSnoC9xCZdgRdQ8,0.161519434
